craft_id,output_name,output_amount,req_labor,materials
4515,Magnificent Meadow Sleeves,× 2,250,[]
4514,Magnificent Lake Sleeves,× 2,250,[]
4513,Sealed Magnificent Sleeves,× 1,500,"[{""name"": ""Illustrious Ocean Sleeves"", ""amount"": ""1""}, {""name"": ""Moonlight Archeum Essence"", ""amount"": ""2""}, {""name"": ""Beautifully Colored Fabric"", ""amount"": ""2""}, {""name"": ""Coin"", ""amount"": ""20000""}, {""name"": ""Soft Stem Pigment"", ""amount"": ""1""}, {""name"": ""Gilda Dust"", ""amount"": ""3""}]"
4512,Illustrious Stone Sleeves,× 2,250,[]
4511,Illustrious Meadow Sleeves,× 2,250,[]
4510,Illustrious Lake Sleeves,× 2,250,[]
4509,Sealed Illustrious Sleeves,× 1,400,"[{""name"": ""Moonlight Archeum Crystal"", ""amount"": ""3""}, {""name"": ""Beautifully Colored Fabric"", ""amount"": ""2""}, {""name"": ""Coin"", ""amount"": ""8000""}, {""name"": ""Small Leaf Pigment"", ""amount"": ""1""}, {""name"": ""Gilda Dust"", ""amount"": ""1""}]"
4506,Artificer's Sleeves,× 1,200,"[{""name"": ""Apprentice's Sleeves"", ""amount"": ""1""}, {""name"": ""Moonlight Archeum Shard"", ""amount"": ""3""}, {""name"": ""Fabric"", ""amount"": ""6""}, {""name"": ""Coin"", ""amount"": ""4000""}, {""name"": ""Small Root Pigment"", ""amount"": ""2""}]"
4503,Delphinad Life Shoes,× 3,300,[]
4502,Delphinad Stone Shoes,× 6,300,[]
4501,Delphinad Wave Shoes,× 6,300,[]
4500,Delphinad Meadow Shoes,× 6,300,[]
4499,Delphinad Earth Shoes,× 6,300,[]
4498,Sealed Ayanad Shoes,× 1,1250,"[{""name"": ""Delphinad Ocean Shoes"", ""amount"": ""1""}, {""name"": ""Moonlight Archeum Essence"", ""amount"": ""9""}, {""name"": ""Cloudspun Fabric"", ""amount"": ""6""}, {""name"": ""Coin"", ""amount"": ""2600000""}, {""name"": ""Scented Petal Pigment"", ""amount"": ""2""}, {""name"": ""Ayanad Armorsmithing Scroll"", ""amount"": ""1""}, {""name"": ""Gilda Dust"", ""amount"": ""16""}]"
4497,Sealed Delphinad Shoes,× 1,800,"[{""name"": ""Epherium Ocean Shoes"", ""amount"": ""1""}, {""name"": ""Moonlight Archeum Essence"", ""amount"": ""6""}, {""name"": ""Cloudspun Fabric"", ""amount"": ""3""}, {""name"": ""Coin"", ""amount"": ""1120000""}, {""name"": ""Scented Petal Pigment"", ""amount"": ""1""}, {""name"": ""Gilda Dust"", ""amount"": ""11""}]"
4496,Epherium Life Shoes,× 3,250,[]
4495,Epherium Stone Shoes,× 3,250,[]
4494,Epherium Wave Shoes,× 3,250,[]
4493,Epherium Meadow Shoes,× 6,250,[]
4492,Epherium Earth Shoes,× 6,250,[]
4491,Epherium Lake Shoes,× 6,250,[]
4490,Sealed Epherium Shoes,× 1,650,"[{""name"": ""Magnificent Ocean Shoes"", ""amount"": ""1""}, {""name"": ""Moonlight Archeum Essence"", ""amount"": ""4""}, {""name"": ""Beautifully Colored Fabric"", ""amount"": ""6""}, {""name"": ""Coin"", ""amount"": ""520000""}, {""name"": ""Soft Stem Pigment"", ""amount"": ""1""}, {""name"": ""Gilda Dust"", ""amount"": ""7""}]"
4489,Magnificent Stone Shoes,× 6,250,[]
4488,Magnificent Meadow Shoes,× 6,250,[]
4487,Magnificent Lake Shoes,× 6,250,[]
4486,Sealed Magnificent Shoes,× 1,500,"[{""name"": ""Illustrious Ocean Shoes"", ""amount"": ""1""}, {""name"": ""Moonlight Archeum Essence"", ""amount"": ""3""}, {""name"": ""Beautifully Colored Fabric"", ""amount"": ""5""}, {""name"": ""Coin"", ""amount"": ""20000""}, {""name"": ""Soft Stem Pigment"", ""amount"": ""1""}, {""name"": ""Gilda Dust"", ""amount"": ""4""}]"
4485,Illustrious Stone Shoes,× 5,250,[]
4484,Illustrious Meadow Shoes,× 1,250,[]
4483,Illustrious Lake Shoes,× 1,250,[]
4482,Sealed Illustrious Shoes,× 1,400,"[{""name"": ""Moonlight Archeum Crystal"", ""amount"": ""4""}, {""name"": ""Beautifully Colored Fabric"", ""amount"": ""4""}, {""name"": ""Coin"", ""amount"": ""8000""}, {""name"": ""Small Leaf Pigment"", ""amount"": ""1""}, {""name"": ""Gilda Dust"", ""amount"": ""2""}]"
4479,Artificer's Shoes,× 1,200,"[{""name"": ""Apprentice's Shoes"", ""amount"": ""1""}, {""name"": ""Moonlight Archeum Shard"", ""amount"": ""4""}, {""name"": ""Fabric"", ""amount"": ""12""}, {""name"": ""Coin"", ""amount"": ""4000""}, {""name"": ""Small Root Pigment"", ""amount"": ""2""}]"
4476,Delphinad Life Gloves,× 1,300,[]
4475,Delphinad Stone Gloves,× 1,300,[]
4474,Delphinad Wave Gloves,× 1,300,[]
4473,Delphinad Meadow Gloves,× 1,300,[]
4472,Delphinad Earth Gloves,× 1,300,[]
4471,Sealed Ayanad Gloves,× 1,1250,"[{""name"": ""Delphinad Ocean Gloves"", ""amount"": ""1""}, {""name"": ""Moonlight Archeum Essence"", ""amount"": ""9""}, {""name"": ""Cloudspun Fabric"", ""amount"": ""6""}, {""name"": ""Coin"", ""amount"": ""2600000""}, {""name"": ""Scented Petal Pigment"", ""amount"": ""2""}, {""name"": ""Ayanad Armorsmithing Scroll"", ""amount"": ""1""}, {""name"": ""Gilda Dust"", ""amount"": ""16""}]"
4470,Sealed Delphinad Gloves,× 1,800,"[{""name"": ""Epherium Ocean Gloves"", ""amount"": ""1""}, {""name"": ""Moonlight Archeum Essence"", ""amount"": ""6""}, {""name"": ""Cloudspun Fabric"", ""amount"": ""3""}, {""name"": ""Coin"", ""amount"": ""1120000""}, {""name"": ""Scented Petal Pigment"", ""amount"": ""1""}, {""name"": ""Gilda Dust"", ""amount"": ""11""}]"
4469,Epherium Life Gloves,× 1,250,[]
4468,Epherium Stone Gloves,× 1,250,[]
4467,Epherium Wave Gloves,× 1,250,[]
4466,Epherium Meadow Gloves,× 1,250,[]
4465,Epherium Earth Gloves,× 1,250,[]
4464,Epherium Lake Gloves,× 1,250,[]
4463,Sealed Epherium Gloves,× 1,650,"[{""name"": ""Magnificent Ocean Gloves"", ""amount"": ""1""}, {""name"": ""Moonlight Archeum Essence"", ""amount"": ""4""}, {""name"": ""Beautifully Colored Fabric"", ""amount"": ""6""}, {""name"": ""Coin"", ""amount"": ""520000""}, {""name"": ""Soft Stem Pigment"", ""amount"": ""1""}, {""name"": ""Gilda Dust"", ""amount"": ""7""}]"
4462,Magnificent Stone Gloves,× 1,250,[]
4461,Magnificent Meadow Gloves,× 1,250,[]
4460,Magnificent Lake Gloves,× 1,250,[]
4459,Sealed Magnificent Gloves,× 1,500,"[{""name"": ""Illustrious Ocean Gloves"", ""amount"": ""1""}, {""name"": ""Moonlight Archeum Essence"", ""amount"": ""3""}, {""name"": ""Beautifully Colored Fabric"", ""amount"": ""5""}, {""name"": ""Coin"", ""amount"": ""20000""}, {""name"": ""Soft Stem Pigment"", ""amount"": ""1""}, {""name"": ""Gilda Dust"", ""amount"": ""4""}]"
4458,Illustrious Stone Gloves,× 1,250,[]
4457,Illustrious Meadow Gloves,× 3,250,[]
4456,Illustrious Lake Gloves,× 3,250,[]
4455,Sealed Illustrious Gloves,× 1,400,"[{""name"": ""Moonlight Archeum Crystal"", ""amount"": ""4""}, {""name"": ""Beautifully Colored Fabric"", ""amount"": ""4""}, {""name"": ""Coin"", ""amount"": ""8000""}, {""name"": ""Small Leaf Pigment"", ""amount"": ""1""}, {""name"": ""Gilda Dust"", ""amount"": ""2""}]"
4452,Artificer's Gloves,× 1,200,"[{""name"": ""Apprentice's Gloves"", ""amount"": ""1""}, {""name"": ""Moonlight Archeum Shard"", ""amount"": ""4""}, {""name"": ""Fabric"", ""amount"": ""12""}, {""name"": ""Coin"", ""amount"": ""4000""}, {""name"": ""Small Root Pigment"", ""amount"": ""2""}]"
4449,Delphinad Life Pants,× 6,300,[]
4448,Delphinad Stone Pants,× 6,300,[]
4447,Delphinad Wave Pants,× 6,300,[]
4446,Delphinad Meadow Pants,× 6,300,[]
4445,Delphinad Earth Pants,× 6,300,[]
4444,Sealed Ayanad Pants,× 1,1250,"[{""name"": ""Delphinad Ocean Pants"", ""amount"": ""1""}, {""name"": ""Moonlight Archeum Essence"", ""amount"": ""10""}, {""name"": ""Cloudspun Fabric"", ""amount"": ""7""}, {""name"": ""Coin"", ""amount"": ""2600000""}, {""name"": ""Scented Petal Pigment"", ""amount"": ""2""}, {""name"": ""Ayanad Armorsmithing Scroll"", ""amount"": ""1""}, {""name"": ""Gilda Dust"", ""amount"": ""17""}]"
4443,Sealed Delphinad Pants,× 1,800,"[{""name"": ""Epherium Ocean Pants"", ""amount"": ""1""}, {""name"": ""Moonlight Archeum Essence"", ""amount"": ""7""}, {""name"": ""Cloudspun Fabric"", ""amount"": ""4""}, {""name"": ""Coin"", ""amount"": ""1120000""}, {""name"": ""Scented Petal Pigment"", ""amount"": ""1""}, {""name"": ""Gilda Dust"", ""amount"": ""12""}]"
4442,Epherium Life Pants,× 6,250,[]
4441,Epherium Stone Pants,× 6,250,[]
4440,Epherium Wave Pants,× 6,250,[]
4439,Epherium Meadow Pants,× 6,250,[]
4438,Epherium Earth Pants,× 6,250,[]
4437,Epherium Lake Pants,× 6,250,[]
4436,Sealed Epherium Pants,× 1,650,"[{""name"": ""Magnificent Ocean Pants"", ""amount"": ""1""}, {""name"": ""Moonlight Archeum Essence"", ""amount"": ""5""}, {""name"": ""Beautifully Colored Fabric"", ""amount"": ""7""}, {""name"": ""Coin"", ""amount"": ""520000""}, {""name"": ""Soft Stem Pigment"", ""amount"": ""1""}, {""name"": ""Gilda Dust"", ""amount"": ""8""}]"
4435,Magnificent Stone Pants,× 6,250,[]
4434,Magnificent Meadow Pants,× 6,250,[]
4433,Magnificent Lake Pants,× 6,250,[]
4432,Sealed Magnificent Pants,× 1,500,"[{""name"": ""Illustrious Ocean Pants"", ""amount"": ""1""}, {""name"": ""Moonlight Archeum Essence"", ""amount"": ""4""}, {""name"": ""Beautifully Colored Fabric"", ""amount"": ""6""}, {""name"": ""Coin"", ""amount"": ""20000""}, {""name"": ""Soft Stem Pigment"", ""amount"": ""1""}, {""name"": ""Gilda Dust"", ""amount"": ""5""}]"
4431,Illustrious Stone Pants,× 1,250,[]
4430,Illustrious Meadow Pants,× 1,250,[]
4429,Illustrious Lake Pants,× 1,250,[]
4428,Sealed Illustrious Pants,× 1,400,"[{""name"": ""Moonlight Archeum Crystal"", ""amount"": ""5""}, {""name"": ""Beautifully Colored Fabric"", ""amount"": ""5""}, {""name"": ""Coin"", ""amount"": ""8000""}, {""name"": ""Small Leaf Pigment"", ""amount"": ""1""}, {""name"": ""Gilda Dust"", ""amount"": ""3""}]"
4425,Artificer's Pants,× 1,200,"[{""name"": ""Apprentice's Pants"", ""amount"": ""1""}, {""name"": ""Moonlight Archeum Shard"", ""amount"": ""5""}, {""name"": ""Fabric"", ""amount"": ""15""}, {""name"": ""Coin"", ""amount"": ""4000""}, {""name"": ""Small Root Pigment"", ""amount"": ""2""}]"
4422,Delphinad Life Shirt,× 1,300,[]
4421,Delphinad Stone Shirt,× 1,300,[]
4420,Delphinad Wave Shirt,× 1,300,[]
4419,Delphinad Meadow Shirt,× 1,300,[]
4418,Delphinad Earth Shirt,× 1,300,[]
4417,Sealed Ayanad Shirt,× 1,1250,"[{""name"": ""Delphinad Ocean Shirt"", ""amount"": ""1""}, {""name"": ""Moonlight Archeum Essence"", ""amount"": ""11""}, {""name"": ""Cloudspun Fabric"", ""amount"": ""8""}, {""name"": ""Coin"", ""amount"": ""2600000""}, {""name"": ""Scented Petal Pigment"", ""amount"": ""2""}, {""name"": ""Ayanad Armorsmithing Scroll"", ""amount"": ""1""}, {""name"": ""Gilda Dust"", ""amount"": ""17""}]"
4416,Sealed Delphinad Shirt,× 1,800,"[{""name"": ""Epherium Ocean Shirt"", ""amount"": ""1""}, {""name"": ""Moonlight Archeum Essence"", ""amount"": ""8""}, {""name"": ""Cloudspun Fabric"", ""amount"": ""5""}, {""name"": ""Coin"", ""amount"": ""1120000""}, {""name"": ""Scented Petal Pigment"", ""amount"": ""1""}, {""name"": ""Gilda Dust"", ""amount"": ""12""}]"
4415,Epherium Life Shirt,× 1,250,[]
4414,Epherium Stone Shirt,× 1,250,[]
4413,Epherium Wave Shirt,× 1,250,[]
4412,Epherium Meadow Shirt,× 1,250,[]
4411,Epherium Earth Shirt,× 1,250,[]
4410,Epherium Lake Shirt,× 1,250,[]
4409,Sealed Epherium Shirt,× 1,650,"[{""name"": ""Magnificent Ocean Shirt"", ""amount"": ""1""}, {""name"": ""Moonlight Archeum Essence"", ""amount"": ""5""}, {""name"": ""Beautifully Colored Fabric"", ""amount"": ""9""}, {""name"": ""Coin"", ""amount"": ""520000""}, {""name"": ""Soft Stem Pigment"", ""amount"": ""1""}, {""name"": ""Gilda Dust"", ""amount"": ""8""}]"
4408,Magnificent Stone Shirt,× 1,250,[]
4407,Magnificent Meadow Shirt,× 1,250,[]
4406,Magnificent Lake Shirt,× 1,250,[]
4405,Sealed Magnificent Shirt,× 1,500,"[{""name"": ""Illustrious Ocean Shirt"", ""amount"": ""1""}, {""name"": ""Moonlight Archeum Essence"", ""amount"": ""4""}, {""name"": ""Beautifully Colored Fabric"", ""amount"": ""8""}, {""name"": ""Coin"", ""amount"": ""20000""}, {""name"": ""Soft Stem Pigment"", ""amount"": ""1""}, {""name"": ""Gilda Dust"", ""amount"": ""5""}]"
4404,Illustrious Stone Shirt,× 1,250,[]
4403,Illustrious Meadow Shirt,× 1,250,[]
4402,Illustrious Lake Shirt,× 1,250,[]
4401,Sealed Illustrious Shirt,× 1,400,"[{""name"": ""Moonlight Archeum Crystal"", ""amount"": ""5""}, {""name"": ""Beautifully Colored Fabric"", ""amount"": ""7""}, {""name"": ""Coin"", ""amount"": ""8000""}, {""name"": ""Small Leaf Pigment"", ""amount"": ""1""}, {""name"": ""Gilda Dust"", ""amount"": ""3""}]"
4398,Artificer's Shirt,× 1,200,"[{""name"": ""Apprentice's Shirt"", ""amount"": ""1""}, {""name"": ""Moonlight Archeum Shard"", ""amount"": ""5""}, {""name"": ""Fabric"", ""amount"": ""21""}, {""name"": ""Coin"", ""amount"": ""4000""}, {""name"": ""Small Root Pigment"", ""amount"": ""2""}]"
4395,Delphinad Life Hood,× 1,300,[]
4394,Delphinad Stone Hood,× 1,300,[]
4393,Delphinad Wave Hood,× 1,300,[]
4392,Delphinad Meadow Hood,× 1,300,[]
4391,Delphinad Earth Hood,× 1,300,[]
4390,Sealed Ayanad Hood,× 1,1250,"[{""name"": ""Delphinad Ocean Hood"", ""amount"": ""1""}, {""name"": ""Moonlight Archeum Essence"", ""amount"": ""9""}, {""name"": ""Cloudspun Fabric"", ""amount"": ""6""}, {""name"": ""Coin"", ""amount"": ""2600000""}, {""name"": ""Scented Petal Pigment"", ""amount"": ""2""}, {""name"": ""Ayanad Armorsmithing Scroll"", ""amount"": ""1""}, {""name"": ""Gilda Dust"", ""amount"": ""16""}]"
4389,Sealed Delphinad Hood,× 1,800,"[{""name"": ""Epherium Ocean Hood"", ""amount"": ""1""}, {""name"": ""Moonlight Archeum Essence"", ""amount"": ""6""}, {""name"": ""Cloudspun Fabric"", ""amount"": ""3""}, {""name"": ""Coin"", ""amount"": ""1120000""}, {""name"": ""Scented Petal Pigment"", ""amount"": ""1""}, {""name"": ""Gilda Dust"", ""amount"": ""11""}]"
4388,Epherium Life Hood,× 1,250,[]
4387,Epherium Stone Hood,× 1,250,[]
4386,Epherium Wave Hood,× 1,250,[]
4385,Epherium Meadow Hood,× 1,250,[]
4384,Epherium Earth Hood,× 1,250,[]
4383,Epherium Lake Hood,× 1,250,[]
4382,Sealed Epherium Hood,× 1,650,"[{""name"": ""Magnificent Ocean Hood"", ""amount"": ""1""}, {""name"": ""Moonlight Archeum Essence"", ""amount"": ""4""}, {""name"": ""Beautifully Colored Fabric"", ""amount"": ""6""}, {""name"": ""Coin"", ""amount"": ""520000""}, {""name"": ""Soft Stem Pigment"", ""amount"": ""1""}, {""name"": ""Gilda Dust"", ""amount"": ""7""}]"
4381,Magnificent Stone Hood,× 1,250,[]
4380,Magnificent Meadow Hood,× 1,250,[]
4379,Magnificent Lake Hood,× 1,250,[]
4378,Sealed Magnificent Hood,× 1,500,"[{""name"": ""Illustrious Ocean Hood"", ""amount"": ""1""}, {""name"": ""Moonlight Archeum Essence"", ""amount"": ""3""}, {""name"": ""Beautifully Colored Fabric"", ""amount"": ""5""}, {""name"": ""Coin"", ""amount"": ""20000""}, {""name"": ""Soft Stem Pigment"", ""amount"": ""1""}, {""name"": ""Gilda Dust"", ""amount"": ""4""}]"
4377,Illustrious Stone Hood,× 1,250,[]
4376,Illustrious Meadow Hood,× 1,250,[]
4375,Illustrious Lake Hood,× 1,250,[]
4374,Sealed Illustrious Hood,× 1,400,"[{""name"": ""Moonlight Archeum Crystal"", ""amount"": ""4""}, {""name"": ""Beautifully Colored Fabric"", ""amount"": ""4""}, {""name"": ""Coin"", ""amount"": ""8000""}, {""name"": ""Small Leaf Pigment"", ""amount"": ""1""}, {""name"": ""Gilda Dust"", ""amount"": ""2""}]"
4371,Artificer's Hood,× 1,200,"[{""name"": ""Apprentice's Hood"", ""amount"": ""1""}, {""name"": ""Moonlight Archeum Shard"", ""amount"": ""4""}, {""name"": ""Fabric"", ""amount"": ""12""}, {""name"": ""Coin"", ""amount"": ""4000""}, {""name"": ""Small Root Pigment"", ""amount"": ""2""}]"
4368,Astral Life Lunadrop,× 1,20,"[{""name"": ""Starlight Archeum Crystal"", ""amount"": ""1""}, {""name"": ""Sunlight Archeum Crystal"", ""amount"": ""1""}, {""name"": ""Moonlight Archeum Crystal"", ""amount"": ""1""}]"
4367,Blessed Life Lunadrop,× 1,20,"[{""name"": ""Starlight Archeum Crystal"", ""amount"": ""1""}, {""name"": ""Sunlight Archeum Crystal"", ""amount"": ""1""}]"
4366,Beguiling Life Lunadrop,× 1,20,"[{""name"": ""Starlight Archeum Crystal"", ""amount"": ""1""}]"
4365,Blazing Life Lunadrop,× 1,15,"[{""name"": ""Starlight Archeum Shard"", ""amount"": ""1""}, {""name"": ""Sunlight Archeum Shard"", ""amount"": ""1""}, {""name"": ""Moonlight Archeum Shard"", ""amount"": ""1""}]"
4364,Radiant Life Lunadrop,× 1,15,"[{""name"": ""Lucid Life Lunadrop"", ""amount"": ""3""}, {""name"": ""Starfire Catalyst"", ""amount"": ""1""}]"
4363,Lucid Life Lunadrop,× 1,15,"[{""name"": ""Vivid Life Lunadrop"", ""amount"": ""3""}, {""name"": ""Sunrise Catalyst"", ""amount"": ""1""}]"
4362,Vivid Life Lunadrop,× 1,10,"[{""name"": ""Clear Life Lunadrop"", ""amount"": ""3""}, {""name"": ""Sunrise Catalyst"", ""amount"": ""1""}]"
4361,Clear Life Lunadrop,× 1,10,"[{""name"": ""Faint Life Lunadrop"", ""amount"": ""3""}, {""name"": ""Ember Catalyst"", ""amount"": ""1""}]"
4360,Faint Life Lunadrop,× 1,10,"[{""name"": ""Starlight Archeum Dust"", ""amount"": ""3""}, {""name"": ""Ember Catalyst"", ""amount"": ""1""}]"
4359,Astral Wave Lunadrop,× 1,20,"[{""name"": ""Starlight Archeum Crystal"", ""amount"": ""1""}, {""name"": ""Sunlight Archeum Crystal"", ""amount"": ""1""}, {""name"": ""Moonlight Archeum Crystal"", ""amount"": ""1""}]"
4358,Blessed Wave Lunadrop,× 1,20,"[{""name"": ""Starlight Archeum Crystal"", ""amount"": ""1""}, {""name"": ""Sunlight Archeum Crystal"", ""amount"": ""1""}]"
4357,Beguiling Wave Lunadrop,× 1,20,"[{""name"": ""Starlight Archeum Crystal"", ""amount"": ""1""}]"
4356,Blazing Wave Lunadrop,× 1,15,"[{""name"": ""Starlight Archeum Shard"", ""amount"": ""1""}, {""name"": ""Sunlight Archeum Shard"", ""amount"": ""1""}, {""name"": ""Moonlight Archeum Shard"", ""amount"": ""1""}]"
4355,Radiant Wave Lunadrop,× 1,15,"[{""name"": ""Lucid Wave Lunadrop"", ""amount"": ""3""}, {""name"": ""Starfire Catalyst"", ""amount"": ""1""}]"
4354,Lucid Wave Lunadrop,× 1,15,"[{""name"": ""Vivid Wave Lunadrop"", ""amount"": ""3""}, {""name"": ""Sunrise Catalyst"", ""amount"": ""1""}]"
4353,Vivid Wave Lunadrop,× 1,10,"[{""name"": ""Clear Wave Lunadrop"", ""amount"": ""3""}, {""name"": ""Sunrise Catalyst"", ""amount"": ""1""}]"
4352,Clear Wave Lunadrop,× 1,10,"[{""name"": ""Faint Wave Lunadrop"", ""amount"": ""3""}, {""name"": ""Ember Catalyst"", ""amount"": ""1""}]"
4351,Faint Wave Lunadrop,× 1,10,"[{""name"": ""Starlight Archeum Dust"", ""amount"": ""3""}, {""name"": ""Ember Catalyst"", ""amount"": ""1""}]"
4350,Astral Earth Lunadrop,× 1,20,"[{""name"": ""Moonlight Archeum Crystal"", ""amount"": ""1""}, {""name"": ""Starlight Archeum Crystal"", ""amount"": ""1""}, {""name"": ""Sunlight Archeum Crystal"", ""amount"": ""1""}]"
4349,Blessed Earth Lunadrop,× 1,20,"[{""name"": ""Moonlight Archeum Crystal"", ""amount"": ""1""}, {""name"": ""Starlight Archeum Crystal"", ""amount"": ""1""}]"
4348,Beguiling Earth Lunadrop,× 1,20,"[{""name"": ""Moonlight Archeum Crystal"", ""amount"": ""1""}]"
4347,Blazing Earth Lunadrop,× 1,15,"[{""name"": ""Moonlight Archeum Shard"", ""amount"": ""1""}, {""name"": ""Starlight Archeum Shard"", ""amount"": ""1""}, {""name"": ""Sunlight Archeum Shard"", ""amount"": ""1""}]"
4346,Radiant Earth Lunadrop,× 1,15,"[{""name"": ""Lucid Earth Lunadrop"", ""amount"": ""3""}, {""name"": ""Starfire Catalyst"", ""amount"": ""1""}]"
4345,Lucid Earth Lunadrop,× 1,15,"[{""name"": ""Vivid Earth Lunadrop"", ""amount"": ""3""}, {""name"": ""Sunrise Catalyst"", ""amount"": ""1""}]"
4344,Vivid Earth Lunadrop,× 1,10,"[{""name"": ""Clear Earth Lunadrop"", ""amount"": ""3""}, {""name"": ""Sunrise Catalyst"", ""amount"": ""1""}]"
4343,Clear Earth Lunadrop,× 1,10,"[{""name"": ""Faint Earth Lunadrop"", ""amount"": ""3""}, {""name"": ""Ember Catalyst"", ""amount"": ""1""}]"
4342,Faint Earth Lunadrop,× 1,10,"[{""name"": ""Moonlight Archeum Dust"", ""amount"": ""3""}, {""name"": ""Ember Catalyst"", ""amount"": ""1""}]"
4341,Astral Gale Lunadrop,× 1,20,"[{""name"": ""Sunlight Archeum Crystal"", ""amount"": ""1""}, {""name"": ""Moonlight Archeum Crystal"", ""amount"": ""1""}, {""name"": ""Starlight Archeum Crystal"", ""amount"": ""1""}]"
4340,Blessed Gale Lunadrop,× 1,20,"[{""name"": ""Sunlight Archeum Crystal"", ""amount"": ""1""}, {""name"": ""Moonlight Archeum Crystal"", ""amount"": ""1""}]"
4339,Beguiling Gale Lunadrop,× 1,20,"[{""name"": ""Sunlight Archeum Crystal"", ""amount"": ""1""}]"
4338,Blazing Gale Lunadrop,× 1,15,"[{""name"": ""Sunlight Archeum Shard"", ""amount"": ""1""}, {""name"": ""Moonlight Archeum Shard"", ""amount"": ""1""}, {""name"": ""Starlight Archeum Shard"", ""amount"": ""1""}]"
4337,Radiant Gale Lunadrop,× 1,15,"[{""name"": ""Lucid Gale Lunadrop"", ""amount"": ""3""}, {""name"": ""Starfire Catalyst"", ""amount"": ""1""}]"
4336,Superior Lunarite,× 2,5,"[{""name"": ""Prime Lunarite"", ""amount"": ""1""}, {""name"": ""Coin"", ""amount"": ""2""}]"
4335,Fine Lunarite,× 2,5,"[{""name"": ""Superior Lunarite"", ""amount"": ""1""}, {""name"": ""Coin"", ""amount"": ""2""}]"
4334,Lunarite,× 4,5,"[{""name"": ""Fine Lunarite"", ""amount"": ""1""}, {""name"": ""Coin"", ""amount"": ""4""}]"
4333,Sealed Rare Life Lunadrop,× 1,50,"[{""name"": ""Superior Lunarite"", ""amount"": ""3""}, {""name"": ""Sealed Grand Life Lunadrop"", ""amount"": ""1""}, {""name"": ""Coin"", ""amount"": ""2""}, {""name"": ""Heat of Eternal Summer"", ""amount"": ""2""}]"
4332,Sealed Rare Wave Lunadrop,× 1,50,"[{""name"": ""Superior Lunarite"", ""amount"": ""3""}, {""name"": ""Sealed Grand Wave Lunadrop"", ""amount"": ""1""}, {""name"": ""Coin"", ""amount"": ""2""}, {""name"": ""Heat of Eternal Summer"", ""amount"": ""2""}]"
4331,Sealed Rare Earth Lunadrop,× 1,50,"[{""name"": ""Superior Lunarite"", ""amount"": ""3""}, {""name"": ""Sealed Grand Earth Lunadrop"", ""amount"": ""1""}, {""name"": ""Coin"", ""amount"": ""2""}, {""name"": ""Heat of Eternal Summer"", ""amount"": ""2""}]"
4330,Sealed Rare Gale Lunadrop,× 1,50,"[{""name"": ""Superior Lunarite"", ""amount"": ""3""}, {""name"": ""Sealed Grand Gale Lunadrop"", ""amount"": ""1""}, {""name"": ""Coin"", ""amount"": ""2""}, {""name"": ""Heat of Eternal Summer"", ""amount"": ""2""}]"
4329,Sealed Rare Fire Lunadrop,× 1,50,"[{""name"": ""Superior Lunarite"", ""amount"": ""3""}, {""name"": ""Sealed Grand Fire Lunadrop"", ""amount"": ""1""}, {""name"": ""Coin"", ""amount"": ""2""}, {""name"": ""Heat of Eternal Summer"", ""amount"": ""2""}]"
4328,Sealed Grand Life Lunadrop,× 1,25,"[{""name"": ""Fine Lunarite"", ""amount"": ""3""}, {""name"": ""Coin"", ""amount"": ""1""}, {""name"": ""Iron Ingot"", ""amount"": ""5""}]"
4327,Sealed Grand Wave Lunadrop,× 1,25,"[{""name"": ""Fine Lunarite"", ""amount"": ""3""}, {""name"": ""Coin"", ""amount"": ""1""}, {""name"": ""Iron Ingot"", ""amount"": ""5""}]"
4326,Sealed Grand Earth Lunadrop,× 1,25,"[{""name"": ""Fine Lunarite"", ""amount"": ""3""}, {""name"": ""Coin"", ""amount"": ""1""}, {""name"": ""Iron Ingot"", ""amount"": ""5""}]"
4325,Sealed Grand Gale Lunadrop,× 1,25,"[{""name"": ""Fine Lunarite"", ""amount"": ""3""}, {""name"": ""Coin"", ""amount"": ""1""}, {""name"": ""Iron Ingot"", ""amount"": ""5""}]"
4324,Sealed Grand Fire Lunadrop,× 1,25,"[{""name"": ""Fine Lunarite"", ""amount"": ""3""}, {""name"": ""Coin"", ""amount"": ""1""}, {""name"": ""Iron Ingot"", ""amount"": ""5""}]"
4323,Steel Fishing Pole Frame,× 1,300,"[{""name"": ""Yew Hardwood"", ""amount"": ""3""}, {""name"": ""Bamboo Stalk"", ""amount"": ""1""}, {""name"": ""Ash Hardwood"", ""amount"": ""1""}]"
4322,Bamboo Fishing Pole Frame,× 1,250,"[{""name"": ""Grand Fig"", ""amount"": ""3""}, {""name"": ""Grand Apple"", ""amount"": ""1""}]"
4321,Rough Instrument Frame,× 1,200,"[{""name"": ""Grand Lemon"", ""amount"": ""3""}, {""name"": ""Log"", ""amount"": ""1""}]"
4320,Archeum Fishing Pole Frame,× 1,150,"[{""name"": ""Grand Grape"", ""amount"": ""1""}]"
4319,Solid Shield Frame,× 1,300,"[{""name"": ""Grand Bay Leaf"", ""amount"": ""3""}, {""name"": ""Fir Hardwood"", ""amount"": ""1""}, {""name"": ""Grand Pomegranate"", ""amount"": ""1""}]"
4318,Hard Shield Frame,× 1,250,"[{""name"": ""Avocado Tree Hardwood"", ""amount"": ""3""}, {""name"": ""Willow Hardwood"", ""amount"": ""1""}]"
