item_name,item_id
npc c_232 2chest,19117
npc c_233 1head,19116
npc c_232 1head,19115
npc c_231 1head,19114
Fish Crate,19113
Prisoner's Broken Ring,19112
Pirate Envelope,19110
Escaped Pirate's Pants,19109
Escaped Pirate's Shirt,19108
Escaped Pirate's Cap,19107
Bent Key,19106
npc c_226 5feet,19105
npc c_226 2chest,19104
npc c_226 4hands,19103
npc c_226 3legs,19102
npc c_226 1head,19101
npc c_230 5feet,19100
npc c_230 3legs,19099
npc c_230 2chest,19098
npc c_230 1head,19097
Simple Mailbox Design,19096
npc l_212 3legs,19094
npc l_212 4hands,19092
npc l_212 2chest,19091
Owl Mailbox,19090
Jaswar's Compendium,19082
npc l_123 2chest,19081
Tippi's Tropical Fish,19079
Tropical Fish Net,19078
Prepared Bones,19077
Pile of Bones,19076
Old Delphinad-Style Crown,19074
Moonrock Nui Statue,19073
Dull Delphinad Gold Coins,19072
Masterfully-Cut Topaz,19071
Old Delphinad-Style Necklace,19070
Painted Monolith Fragment,19069
Tarnished Delphinad Silver Coins,19068
Cracked Glass Slipper,19067
Strange Stone Statue,19066
Empty Earring,19065
Delphinad Sealed Document,19064
Nuimari Landscape Painting,19063
Noble's Torn Shirt,19062
Noblewoman's Sewing Box,19061
Cracked Orb,19060
Coil Rock,19059
Ornate Wall Mirror,19058
Tarnished Silver Candlestick,19057
Corroded Delphinad Bronze Coins,19056
Broken Spyglass,19055
Rusty Prisoner Chains,19054
Corroded Cannon Barrel,19053
Broken Fishing Rod,19052
Unusable Net,19051
Sailor's Bones,19050
Damaged Stuffed Eagle,19049
Tattered Feather Pen,19048
Cracked Rum Bottle,19047
Broken Gourd Bottle,19046
Black Pearl,19045
Serene Essence,19044
Nui's Nova,19043
Desert Fire,19042
Kraken's Might,19041
Sallium Antique,19040
Arcane Academy Staff,19039
Reindeer Skirt Steak,19038
Ancient Crystal,19037
Key,19036
Recovery Pouch,19035
Recovery Pouch Kit,19034
공성용 장궁(테스트),19033
Seabreeze Essence,19032
Chewy Penshell,19031
Plump Abalone,19030
Bighorn Boar Horn,19029
ha_f_hair05,19027
el_f_hair06,19026
nu_f_hair06,19025
npc l_207 1head,19024
npc l_205 1head,19023
npc l_206 5feet,19022
npc l_205 5feet,19021
Seabreeze Essence,19020
Creator's Key,19019
Pacific Rationality,19018
Pacific Fortitude,19017
npc l_205 2chest,19016
npc l_033 3legs,19015
npc c_216 1head,19014
npc c_208 5feet,19013
npc c_208 4hands,19012
npc l_206 4hands,19010
npc l_205 4hands,19009
npc l_206 5feet,19008
Centaur Leather,19007
npc c_218 1head,19006
npc c_217 1head,19005
Arcane Academy Token,19004
Watcher's Gesture,19003
npc l_211 2chest,19002
Giant Grub Ichor,19001
Ariaga Bow,19000
Archerfish Eye,18999
Rusty Axe,18998
Narayana Pack,18997
Achassi Well Water,18996
Achassi Well Water,18995
Sturdy Cobweb Net,18994
Sturdy Cobweb Fibers,18993
npc c_216 5feet,18992
아얀가의 편지(삭제예정),18991
Firrewort,18990
Steppe Belle,18989
Steppe Belle,18988
Spider Venom,18987
Panacea,18986
npc c_216 2chest,18985
Gold Crown Root,18983
Stolen Cog,18982
npc l_209 3legs,18981
npc l_208 3legs,18980
보물지도의 조각_미사용,18979
Brown Bear Gallbladder,18978
Truesight Orb,18977
Ram Horn,18976
Queensleaf,18975
Dharat's Letter,18974
Mnemos Leaf,18973
Aurak's Training Scroll,18972
Mountain Tea Leaf,18971
Ancient Library Relic,18970
Wisemen's Wine,18969
Damaged Dragon Bone Chip,18968
Old Snowlion Bones,18967
Firran Dusk Dirge,18966
Nuthur's Ancient Cure,18965
Purple Falcon Heart,18964
Jirigol's Letter,18963
Bhatoo's Spear,18962
Aungsun's Sheep Milk,18961
Ahmetgi's Letter,18960
Heavy Stone,18959
"Other
Lv. 1",18958
"Other
Lv. 1",18957
"Other
Lv. 1",18956
Penshell,18955
Abalone,18954
npc c_214 2chest,18953
npc c_213 2chest,18952
npc l_204 4hands,18951
npc l_210 2chest,18950
npc l_209 2chest,18949
npc c_223 4hands 사용x,18948
npc c_222 5feet,18945
Silver Birch Branch,18944
Yellow Coral,18943
Orange Coral,18942
Blue Coral,18941
White Coral,18940
Oyster,18939
Antler Coral,18938
Green Coral,18937
Red Coral,18936
npc m_206 2chest,18935
npc l_204 1head,18934
npc c_215 1head,18933
npc c_215 3legs,18921
npc c_225 5feet,18920
npc c_221 5feet,18919
npc c_223 5feet,18918
npc c_224 5feet,18917
npc l_220 5feet,18916
npc l_166 5feet,18915
npc l_204 5feet,18914
npc l_203 5feet,18913
npc m_211 5feet,18912
npc l_203 4hands,18911
npc c_225 4hands,18910
npc c_222 4hands,18909
npc c_224 4hands,18908
npc l_220 4hands,18907
npc c_동부 긴장갑 줄무늬 브라운,18906
npc m_211 3legs,18905
npc l_207 3legs,18904
npc l_206 3legs,18903
npc c_225 3legs,18902
npc c_221 3legs,18901
npc c_222 3legs,18900
npc c_223 3legs,18899
npc c_224 3legs,18898
npc c_220 3legs,18897
npc m_211 2chest,18895
npc l_208 2chest,18894
npc l_207 2chest,18893
npc c_225 2chest,18892
npc c_221 2chest,18891
npc c_222 2chest,18890
npc c_223 2chest,18889
npc c_224 2chest,18888
npc c_220 2chest,18887
npc m_211 1head,18886
npc l_203 1head,18885
npc c_220 1head,18884
npc c_221 1head,18883
npc c_207 5feet,18882
npc c_206 5feet,18881
npc c_207 4hands,18880
npc c_206 4hands,18879
npc c_214 3legs,18877
npc c_051 3legs,18872
npc c_212 2chest,18871
npc c_045 2chest,18870
npc c_038 1head,18869
npc c_030 4hands,18868
npc c_205 5feet,18867
Silver Birch Branch,18865
North Ishvaran Necklace,18864
Blue Coral Polyp,18832
White Coral Polyp,18831
Pearl Oyster,18830
Antler Coral Polyp,18829
Yellow Plate Coral Polyp,18828
Orange Plate Coral Polyp,18827
Green Kelp Spore,18826
Brown Kelp Spore,18825
Green Coral Polyp,18824
Red Coral Polyp,18823
Delphinad Life Earring,18822
Delphinad Wave Earring,18821
Delphinad Flame Earring,18820
Delphinad Gale Earring,18819
Delphinad Earth Earring,18818
Illustrious Life Earring,18817
Illustrious Wave Earring,18816
Illustrious Flame Earring,18815
Illustrious Gale Earring,18814
Illustrious Earth Earring,18813
Artisan's Life Earring,18812
Artisan's Wave Earring,18811
Artisan's Flame Earring,18810
Artisan's Gale Earring,18809
Artisan's Earth Earring,18808
npc l_049 2chest,18807
npc m_041 1head,18806
npc c_211 2chest,18805
npc c_204 5feet,18804
npc c_213 3legs,18803
npc c_212 3legs,18802
npc c_205 4hands,18801
npc c_209 2chest,18800
npc c_210 2chest,18799
npc c_213 1head,18798
npc c_214 1head,18797
Granbleu's Dive Helmet,18795
Mind's Edge,18792
Heart's Beat,18791
Resistance Victory Prize,18790
Resistance Victory Prize,18789
Brown Kelp,18787
Green Kelp,18786
Resistance Victory Prize,18785
Sunstorm Griffin Egg,18784
npc l_204 2chest,18782
npc l_203 2chest,18781
npc c_212 1head,18780
npc c_211 1head,18779
npc c_210 1head,18778
npc m_210 5feet,18777
npc m_209 5feet,18776
npc m_208 5feet,18775
npc m_207 5feet,18774
npc m_206 5feet,18773
Dominator's Confidence,18772
npc l_201 5feet,18771
npc c_204 4hands,18770
npc l_202 4hands,18769
npc l_201 4hands,18768
npc l_202 1head,18767
npc l_201 1head,18766
npc c_211 3legs,18765
npc c_210 3legs,18764
npc m_206 1head,18763
npc l_202 2chest,18762
Simple Sandwich,18760
Kalbina's Potion,18758
Icicle Hammer,18757
Icicle,18756
Rations,18754
Deluxe Sandwich,18753
불타는 나무 묘목,18752
Graywisp Seed,18751
Fiery Seed,18750
Flaming Log,18749
Kyprosa's Timeless Memory,18748
Bloodfeast Orchidna,18747
Dominator's Confidence,18746
ha_f_hair04,18745
Magic Orb,18744
Magic Orb,18743
Complete Blood Pirate Logbook,18742
"Blood Pirate Logbook, Ch. 3",18741
"Blood Pirate Logbook, Ch. 2",18740
"Blood Pirate Logbook, Ch. 1",18739
Growlgate Isle Map,18736
Henry's Drum,18735
Goldmane Stone,18731
Pholical Acid,18730
Enchanted Chain,18729
el_f_hair05,18728
Red Hat Scarecrow,18727
Centaur Liquor,18725
Poison Bottle,18723
Strange Weed,18721
Watery Potato Soup,18720
Criminal's Remains,18719
npc cp_cloth012,18718
npc cp_cloth011,18717
npc cp_cloth010,18716
npc cp_cloth009,18715
npc cp_cloth008,18714
npc cp_cloth007,18713
Archeum Lumber Pack,18712
NPC Weapon Packs - 몬스터 - 피투성이군대 2 양손지팡이,18711
NPC Weapon Packs - 몬스터 - 피투성이군대 2 활,18710
NPC Weapon Packs - 몬스터 - 피투성이군대 2 한손도끼,18709
NPC Weapon Packs - 몬스터 - 피투성이군대 2 한손도,18708
NPC Weapon Packs - 몬스터 - 피투성이군대 2 방패,18707
NPC Weapon Packs - 몬스터 - 피투성이군대 2 양손창,18706
D몬스터 - 피투성이군대 2 한손둔기,18705
Kalia Family Cargo,18704
Special Tonic,18703
npc m_205 5feet,18702
npc m_205 4hands,18701
npc m_205 3legs,18700
npc m_205 2chest,18699
npc m_205 1head,18698
Siege Stronghold: Marcala,18697
Siege Stronghold: Calmlands,18696
Scooped Leaves,18695
Blue Crane Feather,18692
Powerful Bomb,18691
Actress's Dress,18690
Thornbush Key,18688
Fortress Taxes,18687
Scroll: Turret,18686
npc c_203 5feet,18685
npc c_203 4hands,18684
npc c_209 3legs,18683
npc c_208 1head,18682
npc c_208 2chest,18681
Tool_쇠스랑,18680
Two Crowns Red Wine,18678
Thorny Hay,18676
Faulty Glider Smokescreen,18675
Soothing Hymn,18673
Cornflower Petals,18672
Bitter Pond Water,18671
Smooth Gloves,18670
Safe Key,18668
el_f_face011,18667
nu_f_face011,18666
ha_f_face011,18665
Aquafarm Design,18664
Sweet Sorrow,18663
Cold Anguish,18662
Searing Oath,18661
Scroll: Farm Wagon,18660
Kai's Letter,18659
Grave Maw Ruby,18657
Reinforced Grub Trap,18656
Weed Killer,18655
Hadir's Secret Ledger,18653
Stolen ship components,18652
Silver Birch Branch,18651
Pet Dual-Recovery Potion,18649
Pipe of Repose,18646
Eternal Rest Flower,18645
Elizabeth's Star,18644
Defense Respawn,18643
D몬스터 - 철갑망령 사냥꾼 석궁(철갑망령 전용. Asset이 보이지 않는것이 정상. ),18642
Ritual Pouch,18641
Scooped Soil,18639
Ritual Offering Bundle,18638
Plate Set,18637
Leather Set,18636
Cloth Set,18635
White Handkerchief,18634
War Memorial Flag,18633
Flare,18632
Morpheus's Treasure Chest Key,18631
npc c_203 3legs,18630
npc c_202 3legs,18629
npc c_202 1head,18628
npc c_202 4hands,18627
npc c_202 5feet,18626
npc c_202 2chest,18625
npc m_201 4hands,18624
npc m_201 3legs,18623
npc m_200 3legs,18622
npc m_201 2chest,18621
npc m_200 2chest,18620
Lieutenant Alexander's Helmet,18619
Shabby Pirate's Boots,18618
Shabby Pirate's Breeches,18617
Shabby Pirate's Belt,18616
Shabby Pirate's Fists,18615
Shabby Pirate's Guards,18614
Shabby Pirate's Jerkin,18613
Shabby Pirate's Cap,18612
Morpheus's Boots,18611
Morpheus's Breeches,18610
Morpheus's Belt,18609
Morpheus's Fists,18608
Morpheus's Guards,18607
Morpheus's Jerkin,18606
Morpheus's Cap,18605
Hotleaf,18603
Memorial Embers,18599
Traveler's Documents,18598
Children's Toy,18597
npc l_030_1 2chest,18596
Tool_청소 도구,18505
Small Time Bomb,18504
ha_m_face103,18503
ha_m_face102,18502
ha_m_face101,18501
nu_m_face104,18500
nu_m_face103,18499
nu_m_face102,18498
nu_m_face101,18497
nu_m_face100,18496
해적 깃발(test),18495
Siege Tower Design,18494
Mysterious Centaur Horn,18493
Jolly Roger Flag,18492
npc c_135_1 3legs,18490
npc l_120 1head,18489
Zephyr Underwater Breathing Device,18488
npc c_135 3legs,18487
npc c_135 2chest,18486
npc c_201 3legs,18485
npc c_201 2chest,18484
Wooden Chest,18483
Emboldening Bomb,18482
Private Leatherwork Table Design,18481
Forensic Powder,18480
Crime Cleaner,18479
Eternal Rest Stone,18478
Siege Stronghold: Heedmar,18476
Bent Key,18475
Full Kit: Tudor Spring Villa,18474
테스트 등짐,18473
Private Sawmill Design,18472
Private Masonry Table Design,18471
Private Loom Design,18470
Delphinad Relic: Perdita Statue,18469
Delphinad Relic: Etched Clay Tablet,18468
Delphinad Relic: Long-Lost Rubies,18467
Delphinad Relic: Lost Realm Pottery,18466
Delphinad Relic: Delphinad Library Parchments,18465
npc l_203 3legs,18464
npc l_204 3legs,18463
Bone Arrow,18462
Footprint,18461
Kobold Leader's Eye,18460
Private Smelter Design,18459
Giant Honeybee Honey,18458
Tropical Turtle Horn,18457
Scroll: Resurrection,18456
Pedora's Pouch,18455
Quasar's Letter,18454
nu_f_face999,18453
npc nu_royal001 5feet,18447
npc nu_royal001 4hands,18446
npc n_001 3legs,18445
npc nu_royal001 1head,18444
npc nu_royal001 2chest,18443
Archeum Log,18442
Dead Archeum Tree Sapling,18441
Auroria Mineral Water Pack,18440
NPC Weapon Packs - 몬스터 - 원혼 방패,18439
Solzrean Seal,18438
Tofu,18433
Introspection's Perspiration,18432
Haje's Tears,18431
Rugged Bloodiron Metal,18430
Bloodiron Metal,18429
Purifying Spring Water,18428
npc c_044 5feet,18427
npc c_044 3legs,18426
npc c_044 4hands,18425
npc c_044 2chest,18424
Battle Trainer Summons,18421
Honor's Mighty Binding Shield,18420
Honor's Binding Shield,18419
Honor's Mighty Entangling Bow,18418
Honor's Entangling Bow,18417
Honor's Mighty Judgment Longspear,18416
Honor's Judgment Longspear,18415
Honor's Mighty Perdition Shortspear,18414
Honor's Perdition Shortspear,18413
Honor's Mighty Dominating Staff,18412
Honor's Dominating Staff,18411
Honor's Mighty Vivacious Scepter,18410
Honor's Vivacious Scepter,18409
Honor's Mighty Withering Greatclub,18408
Honor's Withering Greatclub,18407
Honor's Mighty Withering Club,18406
Honor's Withering Club,18405
Honor's Mighty Silent Greataxe,18404
Honor's Silent Greataxe,18403
Honor's Mighty Ferocious Axe,18402
Honor's Ferocious Axe,18401
Honor's Mighty Frenzied Nodachi,18400
Honor's Frenzied Nodachi,18399
Honor's Mighty Vexing Katana,18398
Honor's Vexing Katana,18397
Honor's Mighty Commanding Greatsword,18396
Honor's Commanding Greatsword,18395
Honor's Mighty Abeyance Sword,18394
Honor's Abeyance Sword,18393
Honor's Mighty Slashing Dagger,18392
Honor's Slashing Dagger,18391
Experience Potion,18390
Coagulated Archeum Crystal,18389
Blood Archeum Shard,18388
NPC Weapon Packs - 몬스터 - 자유도 해적 대장 한손도,18386
npc m_037 1head,18380
npc m_037 2chest,18379
npc m_037 4hands,18378
npc m_037 3legs,18377
npc m_037 5feet,18376
npc m_036 1head,18375
npc m_036 2chest,18374
npc m_036 4hands,18373
npc m_036 3legs,18372
npc m_036 5feet,18371
npc m_035 1head,18370
npc m_035 2chest,18369
npc m_035 4hands,18368
npc m_035 3legs,18367
npc m_035 5feet,18366
npc m_034 1head,18365
npc m_034 2chest,18364
npc m_034 4hands,18363
npc m_034 3legs,18362
npc m_034 5feet,18361
npc m_033 1head,18360
npc m_033 2chest,18359
npc m_033 4hands,18358
npc m_033 3legs,18357
npc m_033 5feet,18356
npc m_032 1head,18355
npc m_032 2chest,18354
npc m_032 4hands,18353
npc m_032 3legs,18352
npc m_032 5feet,18351
npc m_031 1head,18350
npc m_031 2chest,18349
npc m_031 4hands,18348
npc m_031 3legs,18347
npc m_031 5feet,18346
npc c_490 1head,18345
세계관인던 유저 상의,18344
세계관인던 유저 장갑,18343
세계관인던 유저 하의,18342
세계관인던 유저 신발,18341
npc l_052 2chest,18339
npc l_202 3legs,18337
npc l_052 1head,18336
npc l_201 2chest,18334
npc l_201 3legs,18332
npc l_200 1head,18330
npc l_200 2chest,18329
npc l_200 4hands,18328
npc l_201_1 3legs,18327
npc l_200 5feet,18326
npc l_102 1head,18325
npc l_102 2chest,18324
npc l_102 3legs,18322
npc l_101 1head,18320
npc l_101 2chest,18319
npc l_101 4hands,18318
npc l_101 3legs,18317
npc l_101 5feet,18316
npc l_100 1head,18315
npc l_100 2chest,18314
npc l_100 4hands,18313
npc l_100 3legs,18312
npc l_100 5feet,18311
npc l_049 1head,18305
npc l_124 2chest,18304
npc l_049 4hands,18303
npc l_049 3legs,18302
npc l_049 5feet,18301
npc l_048 1head,18300
npc l_048 2chest,18299
npc l_048 4hands,18298
npc l_048 3legs,18297
npc l_048 5feet,18296
npc l_216 1head,18295
npc l_047 2chest,18294
npc l_047 4hands,18293
npc l_047 3legs,18292
npc l_047 5feet,18291
npc l_047 1head,18290
npc l_046 2chest,18289
npc l_046 4hands,18288
npc l_046 3legs,18287
npc l_046 5feet,18286
npc l_045 1head,18285
npc l_045 2chest,18284
npc l_045 4hands,18283
npc l_045 3legs,18282
npc l_045 5feet,18281
npc l_044 1head,18280
npc l_044 2chest,18279
npc l_044 4hands,18278
npc l_044 3legs,18277
npc l_044 5feet,18276
npc l_043 1head,18275
npc l_043 2chest,18274
npc l_043 4hands,18273
npc l_043 3legs,18272
npc l_043 5feet,18271
npc l_042 1head,18270
npc l_042 2chest,18269
npc l_042 4hands,18268
npc l_042 3legs,18267
npc l_042 5feet,18266
npc l_041 1head,18265
npc l_041 2chest,18264
npc l_041 4hands,18263
npc l_041 3legs,18262
npc l_041 5feet,18261
npc l_040 1head,18260
npc l_040 2chest,18259
npc l_040 4hands,18258
npc l_040 3legs,18257
npc l_040 5feet,18256
npc c_040 4hands,18255
npc l_039 2chest,18254
npc l_039 4hands,18253
npc l_039 3legs,18252
npc l_039 5feet,18251
npc l_038 1head,18250
npc l_038 2chest,18249
npc l_038 4hands,18248
npc l_038 3legs,18247
npc c_081 5feet,18246
npc l_037 1head,18245
npc l_037 2chest,18244
npc l_037 4hands,18243
npc l_037 3legs,18242
npc l_037 5feet,18241
npc l_034 1head,18240
npc l_034 2chest,18239
npc l_168 2chest,18238
npc l_034 3legs,18237
npc l_034 5feet,18236
npc l_033 1head,18235
npc l_033 2chest,18234
npc l_033 4hands,18233
npc l_052 3legs,18232
npc l_033 5feet,18231
npc l_031 1head,18230
npc l_031 2chest,18229
npc l_031 4hands,18228
npc c_030 3legs,18227
npc l_031 5feet,18226
npc c_102 1head,18225
npc c_102 2chest,18224
npc c_102 4hands,18223
npc c_102 3legs,18222
npc c_102 5feet,18221
npc c_101 1head,18220
npc c_101 2chest,18219
npc c_101 4hands,18218
npc c_216 3legs,18217
npc c_101 5feet,18216
npc c_100 1head,18215
npc c_100 2chest,18214
npc c_100 4hands,18213
npc c_100 3legs,18212
npc c_100 5feet,18211
npc c_048 1head,18210
npc c_048 2chest,18209
npc c_048 4hands,18208
npc c_048 5feet,18206
npc c_047 1head,18205
npc c_128 2chest,18204
npc c_047 4hands,18203
npc c_047 5feet,18201
sk_library001 (엘프 로그인스테이지),18200
npc c_127 2chest,18199
npc c_046 4hands,18198
npc c_046 5feet,18196
npc c_045 1head,18195
npc c_215 2chest,18194
npc c_045 4hands,18193
npc c_045 3legs,18192
npc c_045 5feet,18191
npc c_496 2chest,18190
npc c_043 2chest,18189
npc c_043 4hands,18188
npc c_043 3legs,18187
npc c_043 5feet,18186
npc cp_cloth080,18185
npc c_042 2chest,18184
npc c_042 4hands,18183
npc c_042 3legs,18182
npc c_042 5feet,18181
npc l_216 5feet,18180
npc c_041 2chest,18179
npc c_041 4hands,18178
npc c_041 3legs,18177
npc c_041 5feet,18176
Red Dragon Glider,18175
Ezi's Glider,18174
Feathered Dragon Glider,18173
Siege Stronghold: Nuimari,18172
npc m_026 1head,18171
Miscellaneous,18170
Two Crowns Liberation Front Document,18169
Festival Tree Decoration,18168
Snowball Basket,18167
Krotas's Report,18165
Lizard Blood,18164
Lollipop,18163
Starpop,18162
Candy Cane,18160
Winter Maiden Festival Tree,18159
ha_m_face100,18158
wa_m_tail01,18157
Yellow Solzreed Cloak,18156
Green Solzreed Cloak,18155
Blue Solzreed Cloak,18154
Red Solzreed Cloak,18153
Crying Baby Box,18152
Winter Maiden Boot,18151
Winter Maiden Boot,18150
도면: 소형 범선 (1단계 완성 테스트 용),18149
Snowman Statue,18148
Snowball,18147
Snowman Anima,18146
Winter Maiden Festival Fireworks,18145
Packed Snow,18144
npc 컷신 - 누이안남 선원2 5feet,18142
npc 컷신 - 누이안남 선원2 3legs,18141
npc 컷신 - 누이안남 선원2 2chest,18140
npc 컷신 - 누이안남 선원2 1head,18139
Winter Maiden Festival Phonograph,18138
npc 컷신 - 엘프남 선원1 5feet,18137
npc 컷신 - 엘프남 선원1 3legs,18136
npc 컷신 - 엘프남 선원1 2chest,18135
npc 컷신 - 엘프남 선원1 1head,18134
Ephemeral Blizzard,18133
Kangarr's Tail Hair,18132
npc 컷신 - 여선장_피묻은 5feet,18131
npc 컷신 - 여선장_피묻은 4hands,18130
npc 컷신 - 여선장_피묻은 3legs,18129
npc 컷신 - 여선장_피묻은 2chest,18128
npc 컷신 - 여선장_피묻은 1head,18127
ha_m_face003,18126
도면: 쾌속정 (1단계 완성 테스트 용),18124
"Other
Lv. 1",18123
"Other
Lv. 1",18122
"Other
Lv. 1",18121
"Other
Lv. 1",18120
"Other
Lv. 1",18119
"Other
Lv. 1",18118
"Other
Lv. 1",18117
"Other
Lv. 1",18116
"Other
Lv. 1",18115
"Other
Lv. 1",18114
"Other
Lv. 1",18113
"Other
Lv. 1",18112
"Other
Lv. 1",18111
el_f_face119,18110
el_f_face118,18109
el_f_face117,18108
el_f_face116,18107
el_f_face115,18106
el_f_face114,18105
el_f_face113,18104
el_f_face112,18103
el_f_face111,18102
el_f_face110,18101
el_f_face109,18100
도면: 누이아 녹색 지붕 저택(동영상용),18098
도면: 누이아 푸른 지붕 저택(동영상용),18097
도면: 누이아 붉은 지붕 저택(동영상용),18096
"Other
Lv. 1",18095
"Other
Lv. 1",18094
"Other
Lv. 1",18093
"Other
Lv. 1",18092
"Other
Lv. 1",18091
"Other
Lv. 1",18090
"Other
Lv. 1",18089
"Other
Lv. 1",18088
"Other
Lv. 1",18087
"Other
Lv. 1",18086
"Other
Lv. 1",18064
npc c_048 3legs,18062
npc c_047 3legs,18061
npc c_046 3legs,18060
Freedich Island Painting,18058
Scarlet Glowbloom,18057
Blue Fortune Cloak,18032
Yellow Fortune Cloak,18031
Green Fortune Cloak,18030
정화의 아키움(촬영용),18029
ha_m_hair003,18028
ha_m_hair02,18027
ha_f_face010,18026
ha_f_face009,18025
ha_f_face008,18024
ha_f_face007,18023
ha_f_face006,18022
ha_f_face005,18021
ha_f_face004,18020
ha_f_face003,18019
ha_f_face002,18018
el_f_face010,18017
el_f_face009,18016
el_f_face008,18015
el_f_face007,18014
el_f_face006,18013
el_f_face005,18012
el_f_face004,18011
nu_f_face010,18009
nu_f_face009,18008
nu_f_face008,18007
nu_f_face007,18006
nu_f_face006,18005
nu_f_face005,18004
npc l_102 5feet,18003
npc l_102 4hands,18002
npc c_노예임시 2chest,18001
Water Elemental Essence,18000
Bombot X2,17999
Bombot Controller,17998
Graduate's Yellow Cloak,17997
Graduate's Green Cloak,17996
el_f_face108,17994
el_f_face107,17993
el_f_face106,17992
el_f_face105,17991
el_f_face104,17990
el_f_face103,17989
el_f_face102,17988
el_f_face101,17987
el_f_face100,17986
NPC Weapon Packs - CBT4 - 타양의 환영 활 (한손검),17985
NPC Weapon Packs - CBT4 - 고바논 장군의 방패,17984
NPC Weapon Packs - CBT4 - 고바논 장군의 대장장이 철퇴,17983
nu_f_face107,17982
nu_f_face106,17981
nu_f_face105,17980
nu_f_face104,17979
nu_f_face103,17978
ha_f_face104,17977
ha_f_face103,17976
ha_f_face102,17975
ha_f_face101,17974
ha_f_face100,17973
NPC Weapon Packs - 중요 - 컷씬용 환영술사 지팡이,17972
NPC Weapon Packs - 중요 - 컷씬용 벨리온 지팡이,17971
npc shield_41_1,17970
npc spear_1h_26_6,17969
npc blade_1h_06_1,17968
npc mace_1h_36_8,17967
npc mace_1h_26_4,17966
Bucket,17963
npc spear_2h_01_1,17961
npc dagger_41_3,17960
npc blade_1h_26_8,17959
npc spear_2h_36_6,17958
NPC Weapon Packs - 도구형 무기 - 막대,17957
npc axe_2h_36_1,17956
Poetic Note,17955
npc dagger_26_6,17954
D몬스터 - 놀 한손도끼2,17953
D몬스터 - 놀 한손도끼1,17952
Water Energy Ring,17951
Fire Energy Ring,17950
Heart Energy Ring,17949
Wind Energy Ring,17948
Earth Energy Ring,17947
Harani Girl Pillow,17946
Scroll: Lucas's Rowboat,17944
Scroll: Sharani's Rowboat,17906
Shining Essence,17905
npc l_050 5feet,17904
npc l_050 4hands,17903
npc l_050 3legs,17902
npc l_125 2chest,17901
npc l_050 1head,17900
Prisoner Pants,17899
Prisoner Shirt,17898
Prisoner Hood,17897
Dahuta Sect Talisman,17891
Dahuta Sect Talisman,17890
Dahuta Sect Talisman,17889
Delphinad Life Necklace,17888
Delphinad Flame Necklace,17887
Delphinad Life Ring,17886
Delphinad Gale Ring,17885
npc 컷신 - l_101 5feet,17884
npc 컷신 - l_101 4hands,17883
npc 컷신 - l_101 3legs,17882
npc 컷신 - l_101 2chest,17881
npc 컷신 - l_101 1head,17880
npc 컷신 - l_100 5feet,17879
npc 컷신 - l_100 4hands,17878
npc 컷신 - l_100 3legs,17877
npc 컷신 - l_100 2chest,17876
npc 컷신 - l_100 1head,17875
npc 컷신 - c_101 5feet,17874
npc 컷신 - c_101 4hands,17873
npc 컷신 - c_101 3legs,17872
npc 컷신 - c_101 2chest,17871
npc 컷신 - c_101 1head,17870
npc 컷신 - c_100 5feet,17869
npc 컷신 - c_100 4hands,17868
npc 컷신 - c_100 3legs,17867
npc 컷신 - c_100 2chest,17866
npc 컷신 - c_100 1head,17865
Young Sapling,17864
Scroll: Solzreed Rowboat,17863
Crystal Bauble,17862
Clipper Design,17861
Firran Girl Standup Portrait,17860
Firran Boy Standup Portrait,17859
Harani Girl Standup Portrait,17858
Harani Boy Standup Portrait,17857
Nuian Girl Standup Portrait,17856
Nuian Boy Standup Portrait,17855
Elf Boy Standup Portrait,17854
Elf Girl Standup Portrait,17853
Harani Girl Portrait,17852
Freedich Island Painting,17851
Treant Statue,17850
Painted Treant Statue,17849
Gilt Treant Statue,17848
Yaksa Statue,17847
Painted Yaksa Statue,17846
Gilt Yaksa Statue,17845
Gargoyle Statue,17844
Painted Gargoyle Statue,17843
Gilt Gargoyle Statue,17842
Moving Succubus Statue,17841
Succubus Statue,17840
Painted Succubus Statue,17839
Gilt Succubus Statue,17838
Colossus Statue,17837
Painted Colossus Statue,17836
Gilt Colossus Statue,17835
Basilaur Statue,17834
Painted Basilaur Statue,17833
Halcyona Pirates' Grog,17832
Swallowed Clockwork,17831
Gilt Basilaur Statue,17829
Complete Freedich Island Map,17828
Freedich Island Map: Bottom,17827
Freedich Island Map: Middle,17826
Freedich Island Map: Top,17825
Mina's Letter,17824
Public Pack,17823
Nimble Ostrich Energy,17822
Oxion Clan Guardian's Cloak,17821
Packaged Bobblehead Statue,17820
Mina's Pickaxe,17818
Floodplains Crayfish,17817
Fine Mesh Net,17816
Shou Yi's Axe,17815
Axe of Ezi,17814
Trifling Miscellany,17811
(테스트)등짐-목재,17810
Perfumed Handkerchief,17809
Bent Needle,17808
Empty Envelope,17807
Torn Parchment,17806
Elemental Air Essence,17805
Auroria Stone,17804
Sturdy Mast Lumber,17803
Express Delivery Fabric Pack,17802
Ashuran's Special,17801
Green Knight's Book,17800
Green Knights Pamphlet,17799
Delphinad Wave Necklace,17798
Delphinad Wave Ring,17797
Lord Colin's Secret Ledger,17777
Archeum Ingot,17776
Gold Ingot,17775
Silver Ingot,17774
Transformation Scroll,17773
"Other
Lv. 1",17772
나룻배 소환 주문서(난간 테스트 용),17771
